flac_file,vad_model,detection_accuracy,detection_error_rate,missed_detection_rate,false_alarm_rate,roc_auc
DH_EVAL_0001.flac,pyannote,0.9708512498275998,0.03757485609222989,1.370293975535413,2.387191633687576,0.951788207735835
DH_EVAL_0002.flac,pyannote,0.9127741019595913,0.09151258537415699,5.708898061660891,3.442360475754806,0.6257646877150149
DH_EVAL_0003.flac,pyannote,0.9700671768863113,0.03297567083256489,1.8441175794888545,1.453449503767634,0.9188447784848924
DH_EVAL_0004.flac,pyannote,0.9451309518323471,0.06413765162264916,2.1869117231569764,4.2268534391079395,0.8637099667312483
DH_EVAL_0005.flac,pyannote,0.9390414315208804,0.06957485195269647,5.204552811470303,1.7529323837993442,0.912086614360191
DH_EVAL_0006.flac,pyannote,0.966096692907695,0.036467782996878736,2.2206671985369457,1.4261111011509282,0.893383544102478
DH_EVAL_0007.flac,pyannote,0.9415045025147017,0.06690376139962553,3.3534754550310906,3.336900684931463,0.8678186639709509
DH_EVAL_0008.flac,pyannote,0.9727798604996019,0.02998511631325349,1.7412305685200409,1.2572810628053077,0.9290337159013535
DH_EVAL_0009.flac,pyannote,0.8732502448758398,0.14149816698484088,9.171070193213135,4.978746505270952,0.7405940525016672
DH_EVAL_0010.flac,pyannote,0.9110523331075325,0.1147685985851298,1.3782022198021695,10.098657638710812,0.8191654075678478
DH_EVAL_0011.flac,pyannote,0.967818486945528,0.034929418152202074,2.236189032666617,1.2567527825535905,0.9139836493603607
DH_EVAL_0012.flac,pyannote,0.9637645251630171,0.040146782320358995,2.5026918196468504,1.511986412389049,0.9168737161108768
DH_EVAL_0013.flac,pyannote,0.9706957796969269,0.03766314272788879,2.2755426223461472,1.4907716504427313,0.9609385365606662
DH_EVAL_0014.flac,pyannote,0.7944581564995665,0.2716482135549667,0.5276684523457583,26.637152903150913,0.5832567452008812
DH_EVAL_0015.flac,pyannote,0.9459580368138731,0.056963516864171344,1.828491102247862,3.867860584169273,0.6336983821342104
DH_EVAL_0016.flac,pyannote,0.9209819565689128,0.09678906585430405,5.726651468994557,3.9522551164358473,0.883372588588333
DH_EVAL_0017.flac,pyannote,0.8490136767153148,0.19905015867418913,5.358669781382247,14.546346086036666,0.7697607132422931
DH_EVAL_0018.flac,pyannote,0.8393514631339984,0.3216751973897244,0.7046408378789014,31.462878901093532,0.8451103308935424
DH_EVAL_0019.flac,pyannote,0.9573178049044392,0.044161900915805755,2.976613081823265,1.4395770097573104,0.8266422533192493
DH_EVAL_0020.flac,pyannote,0.8245038911187228,0.2808783149819246,6.834606203604039,21.253225294588425,0.8175093698652838
DH_EVAL_0021.flac,pyannote,0.9430001410255198,0.09666446590190138,2.013837308464749,7.652609281725386,0.9349417063718704
DH_EVAL_0022.flac,pyannote,0.9487191280767656,0.05938405832109123,3.2618470762152,2.676558755893923,0.8994839115122132
DH_EVAL_0023.flac,pyannote,0.9706756774210143,0.0585193789664564,2.003059836808884,3.8488780598367565,0.9711128522052095
DH_EVAL_0024.flac,pyannote,0.930810429966881,0.11019555979199387,2.948828542505963,8.070727436693423,0.9170034356519873
DH_EVAL_0025.flac,pyannote,0.8447346461501343,0.24808285989138026,17.27415519924518,7.53413078989285,0.8510588110860341
DH_EVAL_0026.flac,pyannote,0.9727854035403549,0.028632525472176918,1.6808130052785812,1.182439541939111,0.8751438162661694
DH_EVAL_0027.flac,pyannote,0.9058653543332927,0.11272335239247437,0.22165828287013994,11.050676956377297,0.7206599870455366
DH_EVAL_0028.flac,pyannote,0.9527082080838852,0.053893600525123264,2.0125299663235263,3.3768300861888005,0.8699406602474249
DH_EVAL_0029.flac,pyannote,0.9558557778523685,0.05000767668178163,2.822450160619609,2.178317507558554,0.9034009154779533
DH_EVAL_0030.flac,pyannote,0.9460459107870649,0.06293233027844206,3.036800974840848,3.256432053003358,0.8865348561498074
DH_EVAL_0031.flac,pyannote,0.6890755115690123,0.492838324020568,13.244822261489736,36.039010140567065,0.6303497875199292
DH_EVAL_0032.flac,pyannote,0.9756368596645651,0.02576733666101956,1.7298054639448779,0.8469282021570785,0.9297023913517345
DH_EVAL_0033.flac,pyannote,0.9757740361499794,0.026889048191655638,1.0347562667651808,1.6541485524003832,0.9182480460679586
DH_EVAL_0034.flac,pyannote,0.8394992559409662,0.17322344438792808,16.942183791115646,0.3801606476771604,0.9038940167750595
DH_EVAL_0035.flac,pyannote,0.973240059375791,0.02781564015938868,1.9103701056826115,0.8711939102562566,0.8786468539178705
DH_EVAL_0036.flac,pyannote,0.9571465956656094,0.048953880577076725,2.7246992004121418,2.1706888572955307,0.9115103059940458
DH_EVAL_0037.flac,pyannote,0.9107083051524208,0.0987132925908649,4.669215548320828,5.202113710765664,0.7331407003541761
DH_EVAL_0038.flac,pyannote,0.8948546473987251,0.14276130729535647,0.7844783972477731,13.491652332287874,0.8076768046560672
DH_EVAL_0039.flac,pyannote,0.9306450964557713,0.08668509636362329,0.9623251290553584,7.706184507306971,0.842268698811322
DH_EVAL_0040.flac,pyannote,0.9748757440348603,0.03200202652507751,2.37213364140854,0.8280690110992118,0.9709565677016887
DH_EVAL_0041.flac,pyannote,0.9120780519150788,0.11317051371112191,6.65706001950685,4.659991351605342,0.8864308490773706
DH_EVAL_0042.flac,pyannote,0.9652769591708068,0.06632461849488107,1.2295985156798135,5.402863333808293,0.9644054310289559
DH_EVAL_0043.flac,pyannote,0.9681120220712645,0.03899138628118957,1.5302131941232142,2.3689254339957424,0.9391193215903088
DH_EVAL_0044.flac,pyannote,0.9192534626303628,0.09024448565469233,4.418995090761384,4.605453474707848,0.7842247165267532
DH_EVAL_0045.flac,pyannote,0.9500882105920299,0.08983214411888837,5.727359799146221,3.2558546127426156,0.9512368328928449
DH_EVAL_0046.flac,pyannote,0.9502521569373362,0.07127027834501924,4.035571612934724,3.0914562215672006,0.9433607618626494
DH_EVAL_0047.flac,pyannote,0.9220491390578827,0.09052790092749795,2.6375763027235375,6.415213790026257,0.7894062180150689
DH_EVAL_0048.flac,pyannote,0.9600340916117539,0.04664161138454692,2.965737651498661,1.698423486956031,0.9337532757142165
DH_EVAL_0049.flac,pyannote,0.9518817681227991,0.09806812033619507,3.576113420506996,6.2306986131125095,0.9598422452376054
DH_EVAL_0050.flac,pyannote,0.969878696075433,0.04686138593321506,2.47951642834781,2.206622164973696,0.9679305707317173
DH_EVAL_0051.flac,pyannote,0.9470180365601495,0.09677960728737389,1.4913196710611674,8.186641057676223,0.9431963253065188
DH_EVAL_0052.flac,pyannote,0.9205839333158962,0.09245564619526887,6.33663415924093,2.9089304602859594,0.8809404883228587
DH_EVAL_0053.flac,pyannote,0.8955786345457706,0.16102909629860787,2.6658606029876246,13.437049026873163,0.8797585736022359
DH_EVAL_0054.flac,pyannote,0.970400727340577,0.04610331544916541,2.3417939193834565,2.2685376255330856,0.9681328684745487
DH_EVAL_0055.flac,pyannote,0.9309835581068391,0.12347433404054804,4.597956447430507,7.749476956624298,0.9285651767579879
DH_EVAL_0056.flac,pyannote,0.8504891933028904,0.1885936012041922,3.048355758301872,15.811004362117348,0.6824491644689881
DH_EVAL_0057.flac,pyannote,0.8486303241701338,0.22453733807703355,9.924603349697737,12.529130458005616,0.8226024817091651
DH_EVAL_0058.flac,pyannote,0.972891227734892,0.03780510092190139,1.6509272326686173,2.1295828595215216,0.964805579019794
DH_EVAL_0059.flac,pyannote,0.9180783054442618,0.12000237967241806,4.620001454929218,7.380236512312588,0.8984078170105764
DH_EVAL_0060.flac,pyannote,0.9342656264029863,0.10694458985499761,3.873311783489635,6.821147202010125,0.9262699271225425
DH_EVAL_0061.flac,pyannote,0.9408493205355749,0.06440276581733455,5.85242958816676,0.5878469935666947,0.9400057117890747
DH_EVAL_0062.flac,pyannote,0.9599998748163984,0.04320252924951676,3.1209888950982543,1.199264029853421,0.9103157352407022
DH_EVAL_0063.flac,pyannote,0.7715100952041269,0.29906024222540234,0.25304526892605883,29.652978953614173,0.5207373383361888
DH_EVAL_0064.flac,pyannote,0.9257962627482567,0.10227047846270336,5.676693206828227,4.550354639442109,0.91278947145726
DH_EVAL_0065.flac,pyannote,0.9406046405491361,0.07290189276710604,3.9618794962185513,3.3283097804920523,0.9075912996343308
DH_EVAL_0066.flac,pyannote,0.9155331609898308,0.0867307229074185,8.581084431975272,0.09198785876657807,0.9408534500034329
DH_EVAL_0067.flac,pyannote,0.8246674923912528,0.29757344874215386,9.445283397969078,20.312061476246306,0.8077727917461514
DH_EVAL_0068.flac,pyannote,0.9682881926349733,0.034755612636658835,2.309499433251544,1.1660618304143393,0.9282266133006074
DH_EVAL_0069.flac,pyannote,0.9348105264423698,0.09558461850062115,3.088018286507818,6.470443563554297,0.915630422884219
DH_EVAL_0070.flac,pyannote,0.9623398836243661,0.05348304381147014,2.506107101801047,2.8421972793459673,0.9548876490042619
DH_EVAL_0071.flac,pyannote,0.9344199476761719,0.07661017433605194,0.5498136592130289,7.111203774392165,0.7866390124543103
DH_EVAL_0072.flac,pyannote,0.9645594852387002,0.04915610448595007,1.1677573536148713,3.7478530949801367,0.9457792258436367
DH_EVAL_0073.flac,pyannote,0.922647032297559,0.12998047267321472,11.968540343083763,1.0295069242377084,0.9323664792838169
DH_EVAL_0074.flac,pyannote,0.9382338733944687,0.10101049997927602,4.442483216609204,5.658566781318399,0.933238575199431
DH_EVAL_0075.flac,pyannote,0.953744385764063,0.07089319200330335,3.0692996535613024,4.020019546769032,0.9472788903381897
DH_EVAL_0076.flac,pyannote,0.9374456191135523,0.07150360558603587,5.742104147614585,1.4082564109890021,0.9203796736135497
DH_EVAL_0077.flac,pyannote,0.9587028881605949,0.05805607708078282,0.5817126056804969,5.223895102397785,0.931882894862422
DH_EVAL_0078.flac,pyannote,0.8830808380445655,0.1295273332249124,11.705216762561198,1.2475165599300413,0.8851082005836042
DH_EVAL_0079.flac,pyannote,0.9529225196561573,0.05363201360905925,3.6253611343417944,1.7378402265641302,0.9182175422452128
DH_EVAL_0080.flac,pyannote,0.9686721300212928,0.03357714191289247,1.5087567883810198,1.8489574029082272,0.8630815973095539
DH_EVAL_0081.flac,pyannote,0.9894671565711658,0.012582530643663265,0.5017530051515262,0.7565000592148003,0.9769876721960469
DH_EVAL_0082.flac,pyannote,0.9057472065921771,0.11737960972468636,0.6985206301729774,11.03944034229566,0.7717283969865806
DH_EVAL_0083.flac,pyannote,0.9376757655106929,0.10106028435509443,3.811648345741464,6.294380089767978,0.9308607722258017
DH_EVAL_0084.flac,pyannote,0.9651490233730562,0.04816838448835136,1.3903963327829163,3.4264421160522196,0.9482612916711617
DH_EVAL_0085.flac,pyannote,0.8384131435541279,0.253157428343249,9.325401327082604,15.990341507242297,0.8132749940948885
DH_EVAL_0086.flac,pyannote,0.5468220781424374,0.9815513378659142,4.299254738716811,93.8558790478746,0.5794873487867243
DH_EVAL_0087.flac,pyannote,0.959868058199274,0.04477711862830838,2.5047886485782564,1.9729232142525814,0.9015345554440987
DH_EVAL_0088.flac,pyannote,0.946678007848378,0.05893012032628127,3.9901335215738043,1.9028785110543227,0.8913202792601552
DH_EVAL_0089.flac,pyannote,0.9693359935704751,0.0337405928781191,1.1503074522759895,2.2237518355359205,0.8839953208658751
DH_EVAL_0090.flac,pyannote,0.9204824835055051,0.08784827024215935,1.5844386127625665,7.200388411453369,0.6490020591007549
DH_EVAL_0091.flac,pyannote,0.9736145834001398,0.02896094679974091,1.850597472758741,1.04549720721535,0.9365482291100392
DH_EVAL_0092.flac,pyannote,0.8718795958771494,0.18152981108005975,0.6247853448033448,17.528195763202632,0.7867168318114974
DH_EVAL_0093.flac,pyannote,0.9619941448330509,0.04161557228750787,3.1479353606608806,1.0136218680899063,0.9311357754593347
DH_EVAL_0094.flac,pyannote,0.9109305193229411,0.11758523822970181,2.5681341944681075,9.190389628502073,0.8439737516558616
DH_EVAL_0095.flac,pyannote,0.8192331618703145,0.3205556635927232,20.749938589398397,11.305627769873919,0.8262883217917634
DH_EVAL_0096.flac,pyannote,0.9091321770761334,0.1337455147452116,4.332785406669472,9.041766067851688,0.8835191402483749
DH_EVAL_0097.flac,pyannote,0.9413637761581001,0.10625456931577029,4.2804001821731505,6.345056749403878,0.9399608221669856
DH_EVAL_0098.flac,pyannote,0.9034700031474738,0.11948042354099783,3.4333907904455834,8.514651563654201,0.8039995755465857
DH_EVAL_0099.flac,pyannote,0.9259089918768202,0.08698785178518316,0.158132398666225,8.540652779852092,0.754737933413717
DH_EVAL_0100.flac,pyannote,0.8765039561802115,0.1421791925512567,5.187934127399048,9.02998512772662,0.6758134972563368
DH_EVAL_0101.flac,pyannote,0.9234352178404789,0.1253018009334211,2.2758569358633003,10.25432315747881,0.9109930255250047
DH_EVAL_0102.flac,pyannote,0.931473831042634,0.11192316467971039,1.6964591295419347,9.495857338429104,0.9168846456268018
DH_EVAL_0103.flac,pyannote,0.9241015314384035,0.1093692300815105,2.572764138365228,8.364158869785824,0.8938426663564918
